32.47,301.91,DOPC
217.54,299.03998,DOPC
203.13,286.66,DOPC
406.24,191.26,DOPC
286.82,66.14,DOPC
118.44,62.18,DOPC
469.4,302.18,DOPC
193.51,538.30005,DOPC
7.47,457.96002,DOPC
475.76,211.04001,DOPC
66.11,95.49,DOPC
224.54001,125.93001,DOPC
125.01,455.54,DOPC
412.51,19.92,DOPC
292.24002,202.23,DOPC
307.53,358.1,DOPC
505.87003,14.83,DOPC
370.81,214.02,DOPC
135.55,439.18,DOPC
194.16,468.67,DOPC
256.02,508.16003,DOPC
290.62,275.52,DOPC
500.35,431.69,DOPC
439.3,522.75,DOPC
494.45,461.06998,DOPC
7.93,319.25,DOPC
292.31,448.49,DOPC
22.04,269.09,DOPC
316.82,326.17,DOPC
70.97,391.43002,DOPC
212.34,65.44,DOPC
333.89,74.590004,DOPC
194.59999,376.95,DOPC
194.19,412.77002,DOPC
455.11002,469.03998,DOPC
303.52,390.39,DOPC
439.76,13.23,DOPC
161.29999,510.6,DOPC
307.6,335.63,DOPC
282.56,33.14,DOPC
101.03,276.85,DOPC
345.07,163.46,DOPC
244.26001,369.61,DOPC
296.7,407.14,DOPC
162.03,201.70999,DOPC
28.689999,423.37003,DOPC
45.079998,114.34,DOPC
493.21997,107.67999,DOPC
372.09,37.219997,DOPC
516.35,99.6,DOPC
531.13,217.65,DOPC
122.79,481.62,DOPC
324.45,262.52002,DOPC
338.76,430.34,DOPC
199.65,456.19998,DOPC
177.09999,260.5,DOPC
509.74,274.43,DOPC
408.11002,38.6,DOPC
487.54,177.81999,DOPC
10.039999,279.32,DOPC
289.95,424.85,DOPC
429.03,203.37999,DOPC
205.91998,-3.0,DOPC
486.44,422.13,DOPC
155.01001,59.850002,DOPC
430.83002,479.22,DOPC
343.94,207.91,DOPC
434.12,449.84003,DOPC
99.020004,451.86002,DOPC
413.0,6.62,DOPC
257.06,536.05,DOPC
18.029999,335.41,DOPC
57.05,284.54,DOPC
539.38,312.25,DOPC
485.37,2.57,DOPC
107.399994,270.18,DOPC
240.98,132.5,DOPC
99.770004,416.61,DOPC
286.9,339.3,DOPC
141.70999,312.34,DOPC
414.36002,227.67,DOPC
426.52002,534.57,DOPC
346.0,282.3,DOPC
318.47,290.63,DOPC
491.58002,453.11002,DOPC
82.259995,400.50998,DOPC
410.49,178.99,DOPC
284.72998,333.53,DOPC
241.98999,230.63,DOPC
291.63998,246.70999,DOPC
514.45996,133.2,DOPC
26.28,471.79,DOPC
286.04,42.07,DOPC
62.410004,76.3,DOPC
197.51,92.81999,DOPC
258.44998,351.4,DOPC
426.49,25.24,DOPC
341.12,129.31,DOPC
48.33,535.68,DOPC
163.09999,297.95,DOPC
486.49,409.68,DOPC
381.38,425.48,DOPC
438.69998,140.28,DOPC
385.77,124.39,DOPC
67.340004,338.56998,DOPC
145.12,327.78998,DOPC
169.17,226.39,DOPC
246.95,359.48,DOPC
182.08,392.34003,DOPC
462.47003,434.87,DOPC
379.27,472.87,DOPC
60.149998,508.12,DOPC
457.14,216.01,DOPC
291.98,483.19,DOPC
511.45,195.04999,DOPC
76.7,402.55002,DOPC
187.32,437.65997,DOPC
404.03998,275.12,DOPC
246.49,348.69,DOPC
517.39,107.75,DOPC
329.12997,287.57,DOPC
469.24,366.66,DOPC
21.65,54.52,DOPC
428.63998,2.6699998,DOPC
487.11,237.09,DOPC
263.38,454.38,DOPC
82.21,68.14,DOPC
168.97,307.96,DOPC
268.94,296.66,DOPC
406.66,306.55002,DOPC
112.59,357.16998,DOPC
288.36002,438.88,DOPC
429.46997,272.75998,DOPC
419.66,386.27997,DOPC
445.6,478.72003,DOPC
505.63998,56.31,DOPC
130.38,441.41998,DOPC
115.0,419.56,DOPC
184.76,536.38,DOPC
485.02997,245.48999,DOPC
455.41,492.71,DOPC
176.04001,47.57,DOPC
160.59,168.75,DOPC
258.41998,284.75,DOPC
388.68,532.79,DOPC
252.39,196.63,DOPC
486.85,137.9,DOPC
95.11,264.09,DOPC
247.28,236.7,DOPC
529.16003,3.45,DOPC
460.49,194.29001,DOPC
398.82,406.45,DOPC
121.58,359.31,DOPC
147.81,204.79999,DOPC
488.76,523.68,DOPC
333.95,100.79001,DOPC
390.22998,260.86002,DOPC
475.56,250.86,DOPC
479.69,236.54,DOPC
361.57,76.82,DOPC
398.63,350.75,DOPC
221.21,66.54,DOPC
381.45,308.39,DOPC
442.52997,425.32,DOPC
26.37,367.35,DOPC
323.08997,490.89,DOPC
263.86,71.18,DOPC
165.87,305.40002,DOPC
241.67,250.01,DOPC
312.22998,141.2,DOPC
81.56,324.33997,DOPC
218.74,310.32,DOPC
146.14,74.93,DOPC
493.69,54.260002,DOPC
313.03,135.1,DOPC
391.91003,318.01,DOPC
415.02,395.73,DOPC
253.34999,499.12997,DOPC
251.53,261.02,DOPC
335.49,220.73999,DOPC
204.23999,341.69998,DOPC
154.84999,96.07001,DOPC
220.89001,292.51,DOPC
479.72998,82.01,DOPC
220.45,179.81001,DOPC
246.13,78.41,DOPC
493.93002,254.51001,DOPC
321.19998,527.15,DOPC
391.13998,539.65,DOPC
76.78,23.98,DOPC
101.37,366.82,DOPC
14.759999,207.12,DOPC
387.5,316.34,DOPC
137.44,265.79,DOPC
291.09,306.58002,DOPC
328.54,376.34998,DOPC
68.8,70.3,DOPC
41.25,11.91,DOPC
361.18,61.97,DOPC
188.82,75.93,DOPC
45.120003,78.4,DOPC
372.22,378.91998,DOPC
181.24,257.27,DOPC
67.29,354.66998,DOPC
439.71002,403.19,DOPC
468.46002,315.65,DOPC
417.03,255.37001,DOPC
217.33,348.07,DOPC
87.659996,231.12,DOPC
121.979996,425.34,DOPC
281.48,247.34,DOPC
536.59,433.94,DOPC
533.91,235.76999,DOPC
12.460001,63.21,DOPC
143.01,237.95,DOPC
276.99,292.13,DOPC
372.71,460.69,DOPC
456.82,335.82,DOPC
461.66998,269.54,DOPC
203.93999,403.67,DOPC
305.54,242.18001,DOPC
220.12,321.43002,DOPC
162.40999,43.64,DOPC
346.94,67.979996,DOPC
396.25,29.06,DOPC
121.049995,397.16998,DOPC
81.56,534.3,DOPC
249.34,252.79,DOPC
84.89,76.4,DOPC
484.12997,112.270004,DOPC
414.25998,465.22998,DOPC
36.21,79.86,DOPC
462.54,277.43,DOPC
362.96002,196.45001,DOPC
513.88,533.49,DOPC
486.57,282.21002,DOPC
201.98999,3.25,DOPC
366.47998,205.48001,DOPC
511.61,364.94,DOPC
151.43,82.93,DOPC
5.5699997,296.09,DOPC
337.8,387.08002,DOPC
150.03,359.08002,DOPC
93.170006,522.01,DOPC
76.11,196.37,DOPC
509.85,211.95999,DOPC
189.74,205.55,DOPC
280.58002,277.67,DOPC
475.37997,56.269997,DOPC
58.16,223.95999,DOPC
9.9,46.25,DOPC
450.71,185.47,DOPC
142.37001,90.229996,DOPC
15.46,39.260002,DOPC
74.66,522.08,DOPC
43.449997,484.7,DOPC
364.25,282.63,DOPC
177.31001,409.77002,DOPC
59.43,315.34,DOPC
222.95,164.45999,DOPC
15.679999,350.18002,DOPC
342.8,533.33,DOPC
519.95,95.21,DOPC
50.75,237.26,DOPC
314.97998,534.75,DOPC
412.03998,362.75,DOPC
443.73,400.12,DOPC
338.52002,476.24,DOPC
249.43001,134.06,DOPC
441.68,215.51001,DOPC
286.6,490.44998,DOPC
255.72,27.69,DOPC
510.47,35.29,DOPC
112.799995,24.04,DOPC
150.59,274.22,DOPC
177.26999,286.84,DOPC
448.51,449.63,DOPC
226.11,308.2,DOPC
33.9,375.21,DOPC
91.37,18.48,DOPC
19.6,255.9,DOPC
148.53,10.700001,DOPC
11.12,400.63,DOPC
167.16,343.69,DOPC
453.58002,415.24,DOPC
370.34,151.0,DOPC
48.18,215.07,DOPC
450.89,212.57,DOPC
326.61,333.97,DOPC
16.970001,242.33,DOPC
270.38998,59.8,DOPC
183.59,415.41998,DOPC
212.46,230.06,DOPC
358.63998,359.25,DOPC
379.65,380.87003,DOPC
22.05,87.44,DOPC
266.14,432.14,DOPC
515.94,286.48,DOPC
438.04,336.22003,DOPC
111.17,236.35,DOPC
385.41,47.589996,DOPC
437.26,4.3399997,DOPC
129.75,212.33,DOPC
32.43,16.35,DOPC
10.950001,90.86,DOPC
473.84,338.41998,DOPC
498.44,232.63,DOPC
374.46997,450.63998,DOPC
2.35,189.45999,DOPC
382.38998,410.47,DOPC
383.74,438.84998,DOPC
445.41,24.15,DOPC
123.35,103.81,DOPC
159.38,538.42,DOPC
532.96,480.12,DOPC
381.02002,241.27,DOPC
520.89,505.37997,DOPC
440.3,169.1,DOPC
162.14001,405.65,DOPC
341.06,263.19,DOPC
230.96,391.33,DOPC
211.78,469.64,DOPC
153.93,399.99,DOPC
218.82,396.5,DOPC
136.91,211.04001,DOPC
195.42,266.53998,DOPC
399.24,341.71002,DOPC
513.83,68.44,DOPC
197.67,289.00998,DOPC
251.59,213.26999,DOPC
141.19,334.77002,DOPC
421.34,477.54,DOPC
452.15,288.86,DOPC
474.8,382.13,DOPC
96.37,94.189995,DOPC
538.2,244.0,DOPC
89.93,511.45,DOPC
383.56998,106.14,DOPC
454.77002,26.71,DOPC
128.57,244.23001,DOPC
80.03,82.659996,DOPC
217.62,171.1,DOPC
208.87,234.73,DOPC
75.549995,430.09998,DOPC
73.32,303.36002,DOPC
247.33,303.13998,DOPC
333.91998,323.06,DOPC
258.61,256.95,DOPC
539.41003,215.59,DOPC
317.98,58.449997,DOPC
443.28,527.06,DOPC
114.39,334.12,DOPC
98.409996,73.16,DOPC
376.23,372.26,DOPC
470.31,274.0,DOPC
111.549995,261.66998,DOPC
431.52002,30.720001,DOPC
444.44,177.38,DOPC
138.78,24.939999,DOPC
536.48,488.55,DOPC
435.14,112.92,DOPC
147.8,347.87997,DOPC
470.83002,239.84,DOPC
482.18,43.460003,DOPC
58.61,117.340004,DOPC
451.83997,65.82,DOPC
215.55,96.08,DOPC
532.06,241.25,DOPC
252.26,266.73,DOPC
504.81998,287.22998,DOPC
502.12003,300.46,DOPC
451.79,172.56,DOPC
179.59999,17.01,DOPC
422.87,223.57,DOPC
115.93001,378.46002,DOPC
426.22003,523.13,DOPC
347.86,220.76999,DOPC
515.73004,52.84,DOPC
48.15,91.36,DOPC
404.07,97.299995,DOPC
252.56,166.98,DOPC
84.3,224.98,DOPC
344.72998,352.15,DOPC
308.64,349.7,DOPC
490.46002,45.32,DOPC
405.56,286.24,DOPC
520.0,521.25,DOPC
447.81,265.38998,DOPC
306.59,202.04001,DOPC
183.63,331.61,DOPC
525.14,106.39,DOPC
4.43,181.31,DOPC
424.14,401.38,DOPC
212.62,303.8,DOPC
471.6,333.18,DOPC
39.4,335.65,DOPC
293.87,48.81,DOPC
242.05,339.63,DOPC
244.13,281.97,DOPC
322.75,285.25998,DOPC
255.98,362.22,DOPC
362.29,531.39,DOPC
380.27002,6.57,DOPC
139.26,48.969997,DOPC
94.71,177.81999,DOPC
141.93,17.11,DOPC
450.05002,312.31,DOPC
275.09,120.0,DOPC
118.950005,528.43,DOPC
55.149998,93.78,DOPC
27.86,315.91998,DOPC
392.12003,459.16,DOPC
265.27002,264.41,DOPC
503.33002,264.03998,DOPC
203.95001,87.69,DOPC
521.0,344.28003,DOPC
312.51,194.62,DOPC
124.58,293.5,DOPC
88.39,358.24002,DOPC
489.46,216.0,DOPC
486.5,395.82,DOPC
368.79,323.00998,DOPC
71.72,25.68,DOPC
431.41998,394.09,DOPC
258.04,41.96,DOPC
215.38,477.37,DOPC
391.26,163.22,DOPC
116.7,267.28,DOPC
489.08002,99.700005,DOPC
2.8,123.36,DOPC
518.25,416.91003,DOPC
61.72,121.22,DOPC
239.31999,539.57,DOPC
319.16998,124.18,DOPC
73.29,16.34,DOPC
244.14,418.47,DOPC
456.47998,281.61,DOPC
35.58,276.08,DOPC
174.51999,20.99,DOPC
195.59999,226.78,DOPC
79.25,365.81,DOPC
392.86,20.699999,DOPC
236.88998,230.27,DOPC
428.13,268.67,DOPC
210.31999,199.97,DOPC
456.66,286.68,DOPC
125.31999,411.24,DOPC
235.38,437.12003,DOPC
325.09,466.02002,DOPC
520.55,431.47,DOPC
94.74,396.92,DOPC
518.81,374.25,DOPC
159.32,265.74,DOPC
89.490005,329.46997,DOPC
428.55,224.09,DOPC
175.40001,383.52002,DOPC
53.13,401.13,DOPC
170.63,97.799995,DOPC
257.77002,211.47,DOPC
123.86,525.94,DOPC
408.80002,434.69,DOPC
105.43,422.03,DOPC
347.05002,537.16,DOPC
127.71,330.02,DOPC
85.45,216.32,DOPC
451.47,304.57,DOPC
119.479996,147.9,DOPC
507.52,74.82,DOPC
436.17,72.36,DOPC
46.77,326.81,DOPC
296.52002,434.55002,DOPC
177.65,128.71,DOPC
354.24,116.689995,DOPC
532.44,441.05,DOPC
294.35,499.38,DOPC
138.56,470.28,DOPC
522.45,48.19,DOPC
414.75,403.77,DOPC
169.37,365.6,DOPC
369.22,111.11,DOPC
26.259998,202.28,DOPC
310.48,210.76001,DOPC
51.01,61.73,DOPC
514.15,152.48,DOPC
314.78,421.88,DOPC
217.54,462.64,DOPC
234.79999,399.06,DOPC
111.009995,397.25,DOPC
383.06,139.43,DOPC
26.25,239.01,DOPC
197.21,447.66998,DOPC
223.65,245.07999,DOPC
426.61,321.79,DOPC
411.34998,109.049995,DOPC
348.2,288.79,DOPC
392.37,375.41998,DOPC
333.0,483.74,DOPC
300.25998,350.15997,DOPC
76.5,475.05002,DOPC
490.02997,263.02,DOPC
225.52,264.09,DOPC
