,X,Y,Lipid Type,resid,Order
22455,1333.3301,421.99002,DPPC,45063,DOPC CHOL
22456,1811.1802,370.33002,DPPC,45064,DPPC CHOL
22457,1341.94,290.57,DPPC,45065,DPPC CHOL
22458,1142.13,305.15002000000004,DPPC,45066,DOPC CHOL
22459,1667.3401,342.86005,DPPC,45067,DPPC CHOL
22460,1241.7701,314.14,DPPC,45068,DPPC CHOL
22461,1634.5901,545.47003,DPPC,45069,DPPC CHOL
22462,1144.79,314.6,DPPC,45070,DPPC CHOL
22463,1269.25,434.10004000000004,DPPC,45071,DPPC CHOL
22464,1144.8,335.48,DPPC,45072,DOPC CHOL
22465,1237.55,360.58002,DPPC,45073,DPPC CHOL
22466,1230.27,322.2,DPPC,45074,DPPC CHOL
22467,1483.2001,525.77,DPPC,45075,DOPC CHOL
22468,1455.7301,460.54,DPPC,45076,DOPC CHOL
22469,1470.0901,283.87,DPPC,45077,DPPC CHOL
22470,1168.53,299.65002000000004,DPPC,45078,DPPC CHOL
22471,1410.93,356.23,DPPC,45079,DPPC CHOL
22472,1410.28,421.35004000000004,DPPC,45080,DPPC CHOL
22473,1129.0901,195.0,DPPC,45081,DPPC CHOL
22474,1486.1301,446.97003,DPPC,45082,DOPC CHOL
22475,1703.6602,300.17,DPPC,45083,DPPC CHOL
22476,1457.6401,233.64,DPPC,45084,DOPC CHOL
22477,1337.6902,273.2,DPPC,45085,DPPC CHOL
22478,1577.3401,266.59,DPPC,45086,DPPC CHOL
22479,1405.3002,394.72,DPPC,45087,DPPC CHOL
22480,1134.39,388.7,DPPC,45088,DOPC CHOL
22481,1583.93,425.17,DPPC,45089,DPPC CHOL
22482,1117.8201,214.75,DPPC,45090,DOPC CHOL
22483,1309.2601,105.00001,DPPC,45091,DOPC CHOL
22484,1482.3901,30.91,DPPC,45092,DOPC CHOL
22485,1566.47,321.93,DPPC,45093,DPPC CHOL
22486,1292.63,138.94,DPPC,45094,DPPC CHOL
22487,1347.16,484.42,DPPC,45095,DPPC CHOL
22488,1156.78,469.28002999999995,DPPC,45096,DPPC CHOL
22489,1225.6602,529.07,DPPC,45097,DPPC CHOL
22490,1344.72,97.18001,DPPC,45098,DPPC CHOL
22491,1314.17,469.07,DPPC,45099,DPPC CHOL
22492,1418.34,183.47,DPPC,45100,DPPC CHOL
22493,1415.2001,499.81003,DPPC,45101,DPPC CHOL
22494,1329.6001,40.5,DPPC,45102,DOPC CHOL
22495,1551.5502,168.01001000000002,DPPC,45103,DPPC CHOL
22496,1332.3801,82.16,DPPC,45104,DOPC CHOL
22497,1443.9202,423.99002,DPPC,45105,DOPC CHOL
22498,1262.31,356.35004,DPPC,45106,DOPC CHOL
22499,1440.26,524.51,DPPC,45107,DPPC CHOL
22500,1655.05,2240.8801,DPPC,45108,DPPC CHOL
22501,1439.2002,360.27002000000005,DPPC,45109,DPPC CHOL
22502,1596.1,447.05002,DPPC,45110,DOPC CHOL
22503,1441.0701,29.050003000000004,DPPC,45111,DOPC CHOL
22504,1657.91,44.54,DPPC,45112,DOPC CHOL
22505,1206.53,264.31003,DPPC,45113,DPPC CHOL
22506,1656.8,531.38007,DPPC,45114,DOPC CHOL
22507,1415.06,284.5,DPPC,45115,DPPC CHOL
22508,1485.5901,70.96,DPPC,45116,DOPC CHOL
22509,1455.0,336.56003,DPPC,45117,DOPC CHOL
22510,1036.64,349.5,DPPC,45118,DPPC CHOL
22511,1661.9801,58.240005000000004,DPPC,45119,DPPC CHOL
22512,1570.9601,357.5,DPPC,45120,DPPC CHOL
22513,1513.97,1.9300001,DPPC,45121,DPPC CHOL
22514,1220.29,343.12,DPPC,45122,DPPC CHOL
22515,1489.1101,192.49,DPPC,45123,DPPC CHOL
22516,1742.5701,249.20001000000002,DPPC,45124,DPPC CHOL
22517,1637.8002,404.18002,DPPC,45125,DPPC CHOL
22518,1099.7401,171.04001,DPPC,45126,DOPC CHOL
22519,1129.5,432.50003,DPPC,45127,DPPC CHOL
22520,1319.9901,325.43002,DPPC,45128,DOPC CHOL
22521,1619.9901,155.21,DPPC,45129,DOPC CHOL
22522,1460.0701,27.600002000000003,DPPC,45130,DPPC CHOL
22523,1212.5701,460.71002000000004,DPPC,45131,DPPC CHOL
22524,1120.67,372.72003,DPPC,45132,DPPC CHOL
22525,1683.5101,321.59,DPPC,45133,DPPC CHOL
22526,1378.8401,516.75,DPPC,45134,DOPC CHOL
22527,1425.7001,576.74005,DPPC,45135,DPPC CHOL
22528,1586.21,490.05002,DPPC,45136,DPPC CHOL
22529,1314.54,225.25002,DPPC,45137,DPPC CHOL
22530,1198.02,2276.1401,DPPC,45138,DPPC CHOL
22531,1588.3,587.4,DPPC,45139,DPPC CHOL
22532,1502.09,476.37,DPPC,45140,DOPC CHOL
22533,1467.1301,440.81,DPPC,45141,DPPC CHOL
22534,1573.81,508.54004000000003,DPPC,45142,DOPC CHOL
22535,1705.24,188.37003,DPPC,45143,DPPC CHOL
22536,1287.4102,474.40002000000004,DPPC,45144,DPPC CHOL
